L,d,r,p,q,samples,mi_0,mi_1,mi_2,mi_3,mi_4,mi_5,mi_6,mi_7,mi_8,mi_9,mi_10
48,6,3,0.0175,6,33,0.6666666666666666,0.6666666666666666,0.6041666666666666,0.6041666666666666,0.5416666666666666,0.5,0.5,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333
48,6,3,0.0175,6,34,0.6666666666666666,0.625,0.5833333333333334,0.5208333333333334,0.4791666666666667,0.4583333333333333,0.4583333333333333,0.4375,0.4375,0.3958333333333333,0.3958333333333333
48,6,3,0.0175,6,35,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6041666666666666,0.6041666666666666,0.5833333333333334,0.5625,0.5625,0.5416666666666666,0.5208333333333334,0.5
48,6,3,0.0175,6,36,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.5833333333333334,0.5625,0.5208333333333334,0.4791666666666667,0.4375,0.4166666666666667,0.3958333333333333,0.375
48,6,3,0.0175,6,37,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6041666666666666,0.6041666666666666,0.5833333333333334,0.5208333333333334,0.5,0.4583333333333333,0.4583333333333333,0.4583333333333333
48,6,3,0.0175,6,38,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,0.625,0.6041666666666666,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.5,0.4791666666666667
48,6,3,0.0175,6,39,0.6666666666666666,0.625,0.5833333333333334,0.5625,0.5625,0.5625,0.5416666666666666,0.4791666666666667,0.4583333333333333,0.4583333333333333,0.4375
48,6,3,0.0175,6,40,0.6666666666666666,0.6458333333333334,0.625,0.5833333333333334,0.5416666666666666,0.5208333333333334,0.4583333333333333,0.4583333333333333,0.4166666666666667,0.4166666666666667,0.3958333333333333
48,6,3,0.0175,6,41,0.6666666666666666,0.6458333333333334,0.6041666666666666,0.5833333333333334,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5,0.5,0.4583333333333333,0.4375
48,6,3,0.0175,6,42,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.5625,0.5625,0.5208333333333334,0.4791666666666667,0.4375,0.4166666666666667,0.3958333333333333,0.375
48,6,3,0.0175,6,43,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.6041666666666666,0.5416666666666666,0.5208333333333334,0.4791666666666667,0.4583333333333333,0.4166666666666667,0.3958333333333333,0.3958333333333333
48,6,3,0.0175,6,44,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.4791666666666667
